###Data
Date,Open,High,Low,Close,Adj Close,Volume
1990-01-01,0.605903,0.666667,0.583333,0.642361,0.405536,2380968000
1990-02-01,0.642361,0.697917,0.640625,0.685764,0.432938,1429344000
1990-03-01,0.684028,0.812500,0.684028,0.769097,0.485548,1717819200
1990-04-01,0.762153,0.875000,0.758681,0.805556,0.508565,1200837600
1990-05-01,0.815972,1.093750,0.788194,1.013889,0.640090,1634767200
1990-06-01,1.017361,1.079861,0.986111,1.055556,0.666395,1165960800
1990-07-01,1.055556,1.121528,0.913194,0.923611,0.583096,1548979200
1990-08-01,0.920139,0.934028,0.704861,0.854167,0.539254,1983837600
1990-09-01,0.847222,0.881944,0.756944,0.875000,0.552406,1270843200
1990-10-01,0.899306,0.951389,0.743056,0.885417,0.558983,2198116800
1990-11-01,0.875000,1.031250,0.871528,1.003472,0.633514,1253152800
1990-12-01,1.017361,1.065972,0.979167,1.045139,0.659819,960004800
1991-01-01,1.041667,1.381944,1.013889,1.362847,0.860395,2219774400
1991-02-01,1.375000,1.513889,1.350694,1.440972,0.909717,1781582400
1991-03-01,1.430556,1.569444,1.291667,1.473958,0.930542,1932552000
1991-04-01,1.472222,1.631944,1.333333,1.375000,0.868067,1985781600
1991-05-01,1.368056,1.562500,1.342014,1.524306,0.962328,1462701600
1991-06-01,1.520833,1.593750,1.354167,1.419271,0.896016,1295402400
1991-07-01,1.432292,1.541667,1.260417,1.531250,0.966711,1587283200
1991-08-01,1.536458,1.807292,1.494792,1.776042,1.121254,1281158400
1991-09-01,1.770833,1.875000,1.666667,1.854167,1.170576,834076800
1991-10-01,1.854167,1.984375,1.796875,1.955729,1.234694,1061928000
1991-11-01,1.947917,2.119792,1.890625,2.026042,1.279083,887236800
1991-12-01,2.005208,2.333333,2.000000,2.317708,1.463219,808771200
1992-01-01,2.307292,2.776042,2.281250,2.505208,1.581592,1468929600
1992-02-01,2.463542,2.687500,2.354167,2.572917,1.624338,1394030400
1992-03-01,2.578125,2.713542,2.432292,2.468750,1.558575,1204272000
1992-04-01,2.442708,2.692708,2.229167,2.296875,1.450066,2138961600
1992-05-01,2.302083,2.546875,2.276042,2.520833,1.591456,1069233600
1992-06-01,2.510417,2.593750,2.054688,2.187500,1.381016,1576800000
1992-07-01,2.195313,2.335938,2.046875,2.273438,1.435270,1245196800
1992-08-01,2.273438,2.343750,2.125000,2.328125,1.469796,889324800
1992-09-01,2.312500,2.562500,2.289063,2.515625,1.588168,1002921600
1992-10-01,2.500000,2.820313,2.367188,2.773438,1.750931,1146720000
1992-11-01,2.781250,2.968750,2.726563,2.910156,1.837245,1227161600
1992-12-01,2.898438,2.937500,2.664063,2.667969,1.684347,1133328000
1993-01-01,2.656250,2.937500,2.640625,2.703125,1.706541,1411331200
1993-02-01,2.695313,2.820313,2.398438,2.605469,1.644889,1548342400
1993-03-01,2.617188,2.945313,2.539063,2.890625,1.824915,1197958400
1993-04-01,2.890625,2.960938,2.492188,2.671875,1.686812,1298633600
1993-05-01,2.671875,2.984375,2.640625,2.894531,1.827379,1304448000
1993-06-01,2.906250,3.062500,2.710938,2.750000,1.736134,1216211200
1993-07-01,2.757813,2.765625,2.250000,2.312500,1.459931,1953414400
1993-08-01,2.335938,2.476563,2.199219,2.347656,1.482126,1871481600
1993-09-01,2.351563,2.632813,2.289063,2.578125,1.627626,1162460800
1993-10-01,2.578125,2.679688,2.437500,2.503906,1.580770,1370752000
1993-11-01,2.507813,2.593750,2.375000,2.500000,1.578304,966515200
1993-12-01,2.515625,2.703125,2.476563,2.519531,1.590635,934784000
1994-01-01,2.515625,2.718750,2.476563,2.660156,1.679414,1233651200
1994-02-01,2.656250,2.679688,2.437500,2.578125,1.627626,1368720000
1994-03-01,2.593750,2.789063,2.492188,2.648438,1.672016,1377510400
1994-04-01,2.578125,2.976563,2.562500,2.890625,1.824915,1871520000
1994-05-01,2.898438,3.360352,2.839844,3.359375,2.120846,1629892800
1994-06-01,3.343750,3.414063,3.078125,3.226563,2.036999,2439195200
1994-07-01,3.226563,3.234375,2.929688,3.218750,2.032066,1527966400
1994-08-01,3.226563,3.703125,3.218750,3.632813,2.293472,1290998400
1994-09-01,3.562500,3.640625,3.429688,3.507813,2.214557,964849600
1994-10-01,3.507813,3.984375,3.367188,3.937500,2.485828,1207155200
1994-11-01,3.921875,4.070313,3.796875,3.929688,2.480898,1024286400
1994-12-01,3.914063,4.015625,3.671875,3.820313,2.411846,1059353600
1995-01-01,3.843750,4.078125,3.640625,3.710938,2.342795,1111609600
1995-02-01,3.710938,3.953125,3.648438,3.937500,2.485828,998657600
1995-03-01,3.945313,4.632813,3.921875,4.445313,2.806422,1415724800
1995-04-01,4.437500,5.132813,4.296875,5.109375,3.225659,1299571200
1995-05-01,5.117188,5.593750,4.929688,5.292969,3.341565,1333040000
1995-06-01,5.312500,5.773438,5.109375,5.648438,3.565982,1270388800
1995-07-01,5.679688,6.828125,5.531250,5.656250,3.570913,2330859200
1995-08-01,5.671875,6.296875,5.437500,5.781250,3.649830,2130745600
1995-09-01,5.734375,6.117188,5.210938,5.656250,3.570913,1622329600
1995-10-01,5.656250,6.460938,5.023438,6.250000,3.945760,2228136000
1995-11-01,6.257813,6.312500,5.265625,5.445313,3.437743,1870920000
1995-12-01,5.445313,5.921875,5.320313,5.484375,3.462405,1653614400
1996-01-01,5.492188,5.828125,4.992188,5.781250,3.649830,2056616000
1996-02-01,5.765625,6.476563,5.750000,6.167969,3.893973,1636929600
1996-03-01,6.148438,6.691406,5.914063,6.445313,4.069066,1698950400
1996-04-01,6.446289,7.117188,6.226563,7.078125,4.468574,1346283200
1996-05-01,7.054688,7.500000,6.851563,7.421875,4.685590,1207328000
1996-06-01,7.421875,7.867188,7.265625,7.507813,4.739845,1280102400
1996-07-01,7.515625,7.679688,6.718750,7.367188,4.651064,2176897600
1996-08-01,7.367188,7.882813,7.335938,7.656250,4.833556,1143864000
1996-09-01,7.625000,8.664063,7.539063,8.242188,5.203471,1299435200
1996-10-01,8.234375,8.695313,8.179688,8.578125,5.415555,1340635200
1996-11-01,8.578125,9.875000,8.531250,9.804688,6.189911,1620968000
1996-12-01,9.843750,10.765625,9.266602,10.328125,6.520369,1459023200
1997-01-01,10.390625,12.906250,10.093750,12.750000,8.049353,1565781600
1997-02-01,12.828125,12.937500,11.750000,12.187500,7.694230,1297152800
1997-03-01,12.125000,12.625000,10.953125,11.460938,7.235538,1477638400
1997-04-01,11.265625,15.328125,11.218750,15.187500,9.588197,1907452000
1997-05-01,15.250000,16.132813,14.359375,15.500000,9.785484,1297835200
1997-06-01,15.625000,16.867188,14.781250,15.796875,9.972905,970189600
1997-07-01,15.804688,18.843750,15.406250,17.671875,11.156640,1693945600
1997-08-01,17.671875,18.078125,16.375000,16.523438,10.431605,1169070400
1997-09-01,16.640625,17.531250,16.328125,16.539063,10.441467,1153615200
1997-10-01,16.562500,17.453125,15.437500,16.250000,10.258979,1533380800
1997-11-01,16.453125,17.781250,16.125000,17.687500,11.166499,915970400
1997-12-01,17.742188,18.328125,14.750000,16.156250,10.199789,1437224000
1998-01-01,16.203125,18.765625,15.546875,18.648438,11.773158,1486108000
1998-02-01,18.968750,21.500000,18.812500,21.187500,13.376124,1402018400
1998-03-01,21.468750,22.734375,19.812500,22.375000,14.125817,1099927600
1998-04-01,22.453125,24.781250,21.656250,22.531250,14.224469,1018977200
1998-05-01,22.546875,22.750000,20.468750,21.203125,13.385991,1095382400
1998-06-01,20.968750,27.140625,20.781250,27.093750,17.104876,1233152400
1998-07-01,27.281250,29.906250,26.343750,27.484375,17.351475,1229298000
1998-08-01,27.281250,28.437500,23.937500,23.984375,15.141854,1350039600
1998-09-01,23.812500,28.656250,23.625000,27.515625,17.371210,1192324400
1998-10-01,27.015625,27.531250,21.937500,26.468750,16.710293,1643049200
1998-11-01,26.593750,32.566406,26.187500,30.500000,19.255314,1162706800
1998-12-01,30.062500,36.000000,30.031250,34.671875,21.889101,1101522000
1999-01-01,34.902344,43.781250,34.000000,43.750000,27.620316,1472518800
1999-02-01,43.859375,43.984375,35.996094,37.531250,23.694283,1599103200
1999-03-01,37.390625,47.312500,36.765625,44.812500,28.291109,1569410000
1999-04-01,45.625000,47.812500,39.937500,40.656250,25.667173,1163599400
1999-05-01,40.718750,40.906250,37.750000,40.343750,25.469883,1124257000
1999-06-01,40.312500,45.125000,38.062500,45.093750,28.468657,887432600
1999-07-01,44.937500,50.375000,42.750000,42.906250,27.087643,1144701200
1999-08-01,42.843750,48.187500,40.812500,46.281250,29.218361,1347994200
1999-09-01,46.156250,48.937500,44.406250,45.281250,28.587029,977273600
1999-10-01,45.093750,47.625000,42.531250,46.281250,29.218361,1062304400
1999-11-01,46.625000,47.250000,42.187500,45.523438,28.739937,1465256000
1999-12-01,45.531250,59.968750,45.437500,58.375000,36.853401,1260977800
2000-01-01,58.687500,59.312500,47.437500,48.937500,30.895311,1274875200
2000-02-01,49.250000,55.000000,44.062500,44.687500,28.212193,1334487600
2000-03-01,44.812500,57.500000,44.468750,53.125000,33.538956,2028187600
2000-04-01,47.218750,48.250000,32.500000,34.875000,22.017345,2258146600
2000-05-01,36.437500,37.000000,30.187500,31.281250,19.748531,1344430800
2000-06-01,32.187500,41.093750,31.906250,40.000000,25.252857,1467050200
2000-07-01,39.843750,41.437500,33.625000,34.906250,22.037071,1234185800
2000-08-01,34.968750,37.437500,34.062500,34.906250,22.037071,1219399800
2000-09-01,35.000000,36.031250,29.312500,30.156250,19.038292,1425533800
2000-10-01,30.250000,35.062500,24.218750,34.437500,21.741135,2469415600
2000-11-01,34.250000,36.187500,28.500000,28.687500,18.111038,1983462600
2000-12-01,29.031250,30.312500,20.156250,21.687500,13.691788,2056668200
2001-01-01,22.062500,32.375000,21.437500,30.531250,19.275030,2005531200
2001-02-01,30.406250,32.531250,26.937500,29.500000,18.623983,1536895600
2001-03-01,29.281250,30.562500,24.875000,27.343750,17.262703,1895349800
2001-04-01,27.406250,35.549999,25.531250,33.875000,21.386026,2075807000
2001-05-01,33.830002,36.075001,33.625000,34.590000,21.837410,1777305800
2001-06-01,34.799999,38.075001,33.005001,36.500000,23.043243,1449177800
2001-07-01,36.025002,36.575001,32.099998,33.095001,20.893587,1455201000
2001-08-01,33.400002,33.770000,28.150000,28.525000,18.008451,1153896400
2001-09-01,28.594999,29.540001,23.750000,25.584999,16.152369,1510824400
2001-10-01,25.469999,31.815001,25.205000,29.075001,18.355684,1750891000
2001-11-01,30.040001,34.169998,29.799999,32.105000,20.268583,1330968600
2001-12-01,31.915001,34.945000,31.900000,33.125000,20.912527,977089000
2002-01-01,33.325001,35.310001,30.665001,31.855000,20.110752,1360115800
2002-02-01,32.075001,32.250000,28.575001,29.170000,18.415651,1131159200
2002-03-01,29.525000,32.500000,29.155001,30.155001,19.037500,1073244200
2002-04-01,29.915001,30.200001,25.719999,26.129999,16.496439,1417479400
2002-05-01,26.080000,28.219999,24.174999,25.455000,16.070293,1420266200
2002-06-01,25.495001,28.219999,24.584999,27.350000,17.266642,1834073000
2002-07-01,27.059999,27.465000,20.705000,23.990000,15.145407,2432188000
2002-08-01,23.790001,26.725000,21.900000,24.540001,15.492634,1715757200
2002-09-01,24.260000,25.549999,21.555000,21.870001,13.807006,1695705800
2002-10-01,22.160000,27.035000,21.594999,26.735001,16.878387,2475370600
2002-11-01,26.215000,29.320000,25.950001,28.840000,18.207315,1555997200
2002-12-01,29.325001,29.480000,25.629999,25.850000,16.319668,1268370200
2003-01-01,26.150000,28.660000,23.514999,23.730000,14.981265,1718662200
2003-02-01,23.965000,24.990000,23.000000,23.700001,14.962315,1346970800
2003-03-01,24.020000,26.799999,22.549999,24.209999,15.333444,1371902600
2003-04-01,24.459999,26.430000,23.950001,25.570000,16.194803,1249617700
2003-05-01,25.540001,26.500000,23.889999,24.610001,15.586782,1311003700
2003-06-01,24.980000,26.510000,23.600000,25.639999,16.239136,1569995800
2003-07-01,25.590000,27.809999,25.389999,26.410000,16.726820,1292011000
2003-08-01,26.330000,26.950001,25.430000,26.520000,16.796486,966506900
2003-09-01,26.700001,30.000000,26.469999,27.799999,17.607170,1253309100
2003-10-01,28.030001,29.459999,25.910000,26.139999,16.555803,1400032500
2003-11-01,26.350000,26.750000,24.840000,25.709999,16.374823,1442336700
2003-12-01,25.900000,27.549999,25.500000,27.370001,17.432085,1476461300
2004-01-01,27.580000,28.830000,27.260000,27.650000,17.610418,1232189000
2004-02-01,27.610001,27.799999,26.350000,26.530001,16.897083,1032065600
2004-03-01,26.629999,26.719999,24.010000,24.930000,15.878039,1703041000
2004-04-01,24.950001,27.719999,24.850000,26.129999,16.642321,1558947800
2004-05-01,26.190001,26.600000,25.420000,26.230000,16.706015,1141456900
2004-06-01,26.129999,28.799999,25.860001,28.559999,18.189991,1534889700
2004-07-01,28.700001,29.889999,27.250000,28.490000,18.145422,1550446900
2004-08-01,28.270000,28.549999,26.850000,27.299999,17.387501,1094195300
2004-09-01,27.230000,27.790001,26.740000,27.650000,17.662369,1141012300
2004-10-01,27.820000,28.889999,27.549999,27.969999,17.866774,1300591200
2004-11-01,28.160000,30.200001,26.100000,26.809999,17.125790,1739407300
2004-12-01,26.950001,27.440001,26.680000,26.719999,19.023317,1803777700
2005-01-01,26.799999,27.100000,25.639999,26.280001,18.710049,1521414300
2005-02-01,26.250000,26.500000,25.129999,25.160000,17.912668,1361126000
2005-03-01,25.190001,25.790001,23.820000,24.170000,17.260929,1541411300
2005-04-01,24.240000,25.450001,23.940001,25.299999,18.067915,1520253700
2005-05-01,25.230000,26.090000,24.639999,25.799999,18.424990,1270563700
2005-06-01,25.730000,26.000000,24.820000,24.840000,17.795681,1303029500
2005-07-01,24.850000,26.480000,24.500000,25.610001,18.347315,1321407700
2005-08-01,25.809999,27.940001,25.760000,27.379999,19.615356,1441979300
2005-09-01,27.379999,27.389999,25.120001,25.730000,18.487968,1348861500
2005-10-01,25.709999,25.799999,24.250000,25.700001,18.466402,1439659900
2005-11-01,25.610001,28.250000,25.610001,27.680000,19.889105,1444948300
2005-12-01,27.730000,28.100000,26.100000,26.150000,18.844820,1271695500
2006-01-01,26.250000,28.379999,26.100000,28.150000,20.286116,1388622700
2006-02-01,27.959999,28.070000,26.340000,26.870001,19.363686,1047699000
2006-03-01,26.980000,28.219999,26.620001,27.209999,19.675156,1437940900
2006-04-01,27.670000,27.940001,24.000000,24.150000,17.462519,1446126900
2006-05-01,24.320000,25.000000,22.450001,22.650000,16.377892,2309193400
2006-06-01,22.740000,23.650000,21.459999,23.299999,16.913584,1971637200
2006-07-01,23.530001,24.600000,22.230000,24.059999,17.465271,1332298100
2006-08-01,24.020000,26.250000,23.850000,25.700001,18.655758,1134188400
2006-09-01,25.889999,27.520000,25.389999,27.350000,19.926615,1097482600
2006-10-01,27.320000,28.850000,27.150000,28.709999,20.917477,1290967400
2006-11-01,28.780001,30.000000,28.580000,29.360001,21.391062,1239142000
2006-12-01,29.230000,30.260000,28.799999,29.860001,21.829727,1137160900
2007-01-01,29.910000,31.480000,29.400000,30.860001,22.560791,1324518200
2007-02-01,30.840000,30.940001,27.790001,28.170000,20.594219,1290850900
2007-03-01,27.820000,28.549999,26.600000,27.870001,20.445538,1269506500
2007-04-01,27.889999,30.740000,27.559999,29.940001,21.964100,958964900
2007-05-01,29.940001,31.160000,29.900000,30.690001,22.514303,1327154700
2007-06-01,30.790001,30.900000,29.040001,29.469999,21.689341,1181412800
2007-07-01,29.670000,31.840000,28.950001,28.990000,21.336075,1295548000
2007-08-01,28.950001,30.100000,27.510000,28.730000,21.144720,1228579500
2007-09-01,28.500000,29.850000,28.270000,29.459999,21.757982,1117419500
2007-10-01,29.459999,37.000000,29.290001,36.810001,27.186398,1772076700
2007-11-01,36.529999,37.500000,32.680000,33.599998,24.815613,1830846800
2007-12-01,33.500000,36.720001,32.630001,35.599998,26.379673,1064817100
2008-01-01,35.790001,35.959999,31.040001,32.599998,24.156666,1950301600
2008-02-01,31.059999,33.250000,27.020000,27.200001,20.155249,2324580800
2008-03-01,27.240000,29.590000,26.870001,28.379999,21.111347,1452390200
2008-04-01,28.830000,32.099998,27.930000,28.520000,21.215488,1444720000
2008-05-01,28.500000,30.530001,27.950001,28.320000,21.066706,1405170200
2008-06-01,28.240000,29.570000,27.110001,27.510000,20.539511,1560439100
2008-07-01,27.270000,27.910000,24.870001,25.719999,19.203056,1637501300
2008-08-01,25.920000,28.500000,25.070000,27.290001,20.375250,1206949700
2008-09-01,27.670000,27.760000,23.500000,26.690001,20.006758,1927538700
2008-10-01,26.379999,27.469999,20.650000,22.330000,16.738508,3044579400
2008-11-01,22.480000,23.660000,17.500000,20.219999,15.156855,1794911800
2008-12-01,19.879999,21.250000,18.469999,19.440001,14.670895,1546943400
2009-01-01,19.530001,21.000000,16.750000,17.100000,12.904950,1564043400
2009-02-01,17.030001,19.930000,16.100000,16.150000,12.188009,1456213400
2009-03-01,15.960000,18.879999,14.870000,18.370001,13.958442,1625752800
2009-04-01,18.230000,21.200001,18.180000,20.260000,15.394562,1562400700
2009-05-01,20.190001,20.940001,19.010000,20.889999,15.873264,1101122400
2009-06-01,21.000000,24.340000,20.860001,23.770000,18.176338,1411144700
2009-07-01,24.049999,25.719999,22.000000,23.520000,17.985172,1517459800
2009-08-01,23.820000,25.490000,23.030001,24.650000,18.849255,993250400
2009-09-01,24.350000,26.250000,23.760000,25.719999,19.778038,1038979700
2009-10-01,25.410000,29.350000,24.430000,27.730000,21.323687,1523430100
2009-11-01,27.700001,30.139999,27.410000,29.410000,22.615561,1018256700
2009-12-01,29.520000,31.500000,29.250000,30.480000,23.541967,920605500
2010-01-01,30.620001,31.240000,27.660000,28.180000,21.765507,1359650900
2010-02-01,28.389999,29.030001,27.570000,28.670000,22.143970,1074643300
2010-03-01,28.770000,30.570000,28.240000,29.290001,22.728636,1110237200
2010-04-01,29.350000,31.580000,28.620001,30.540001,23.698614,1319029500
2010-05-01,30.670000,31.059999,24.559999,25.799999,20.020441,1720130200
2010-06-01,25.530001,26.930000,22.950001,23.010000,17.936010,1671811600
2010-07-01,23.090000,26.410000,22.730000,25.809999,20.118572,1408590600
2010-08-01,25.990000,26.379999,23.320000,23.469999,18.294571,1279372100
2010-09-01,23.670000,25.530001,23.540001,24.490000,19.191483,1273139500
2010-10-01,24.770000,27.200001,23.780001,26.670000,20.899836,1281432800
2010-11-01,26.879999,28.870001,24.930000,25.260000,19.794891,1361176300
2010-12-01,25.570000,28.400000,25.559999,27.910000,22.005934,1033710000
2011-01-01,28.049999,29.459999,27.420000,27.730000,21.864017,1361258700
2011-02-01,27.799999,28.340000,26.430000,26.580000,20.957283,1114368500
2011-03-01,26.600000,26.780001,24.680000,25.389999,20.137341,1310885200
2011-04-01,25.530001,26.870001,24.719999,25.920000,20.557697,1313844800
2011-05-01,25.940001,26.250000,24.030001,25.010000,19.835955,1364062800
2011-06-01,24.990000,26.000000,23.650000,26.000000,20.756308,1297757600
2011-07-01,25.930000,28.150000,25.840000,27.400000,21.873957,1259328200
2011-08-01,27.510000,27.690001,23.790001,26.600000,21.235308,1719339500
2011-09-01,26.459999,27.500000,24.600000,24.889999,19.995588,1279920200
2011-10-01,24.719999,27.500000,24.260000,26.629999,21.393433,1218142500
2011-11-01,26.190001,27.200001,24.299999,25.580000,20.549910,1046207400
2011-12-01,25.559999,26.190001,25.160000,25.959999,21.012224,1007166600
2012-01-01,26.549999,29.950001,26.389999,29.530001,23.901812,1354858100
2012-02-01,29.790001,32.000000,29.709999,31.740000,25.690599,984332300
2012-03-01,31.930000,32.950001,31.490000,32.259998,26.283388,942366500
2012-04-01,32.220001,32.889999,30.230000,32.020000,26.087856,940739700
2012-05-01,32.049999,32.340000,28.639999,29.190001,23.782152,1014372600
2012-06-01,28.760000,31.139999,28.320000,30.590000,25.086321,973131400
2012-07-01,30.620001,31.049999,28.540001,29.469999,24.167830,846604100
2012-08-01,29.590000,30.959999,28.969999,30.820000,25.274931,671748400
2012-09-01,30.450001,31.610001,29.740000,29.760000,24.567329,893107700
2012-10-01,29.809999,30.250000,27.760000,28.540001,23.560205,1105402300
2012-11-01,28.840000,30.200001,26.340000,26.620001,21.975214,1310516100
2012-12-01,26.780001,27.730000,26.260000,26.709999,22.230690,947310900
2013-01-01,27.250000,28.230000,26.280001,27.450001,22.846598,1145054400
2013-02-01,27.670000,28.200001,27.100000,27.799999,23.137901,780587000
2013-03-01,27.719999,28.660000,27.520000,28.610001,24.009211,844946000
2013-04-01,28.639999,33.110001,28.110001,33.099998,27.777168,1465757200
2013-05-01,32.930000,35.279999,32.320000,34.900002,29.287716,1071860000
2013-06-01,34.919998,35.779999,32.570000,34.540001,29.188854,945155500
2013-07-01,34.750000,36.430000,31.020000,31.840000,26.907156,1111130600
2013-08-01,32.060001,35.200001,30.840000,33.400002,28.225477,1051265000
2013-09-01,31.750000,33.750000,30.950001,33.279999,28.322243,1242961500
2013-10-01,33.349998,36.290001,32.799999,35.410000,30.134932,965331500
2013-11-01,35.669998,38.290001,35.389999,38.130001,32.449734,800431600
2013-12-01,38.090000,38.980000,35.529999,37.410000,32.078445,826617700
2014-01-01,37.349998,37.889999,34.630001,37.840000,32.447163,930226200
2014-02-01,37.740002,38.459999,35.689999,38.310001,32.850174,705304500
2014-03-01,37.919998,41.500000,37.490002,40.990002,35.411789,778425700
2014-04-01,41.150002,41.660000,38.900002,40.400002,34.902100,746112500
2014-05-01,40.240002,40.970001,38.509998,40.939999,35.368607,574362900
2014-06-01,40.950001,42.290001,39.860001,41.700001,36.279331,555767300
2014-07-01,41.860001,45.709999,41.049999,43.160000,37.549541,731616500
2014-08-01,43.209999,45.470001,42.209999,45.430000,39.524452,513919700
2014-09-01,45.430000,47.570000,44.529999,46.360001,40.585472,860827300
2014-10-01,46.270000,46.970001,42.099998,46.950001,41.101990,853260900
2014-11-01,46.889999,50.049999,46.730000,47.810001,41.854877,523005900
2014-12-01,47.880001,49.060001,44.900002,46.450001,40.920738,626771200
2015-01-01,46.660000,47.910000,40.349998,40.400002,35.590908,918966800
2015-02-01,40.590000,44.299999,40.230000,43.849998,38.630245,656509700
2015-03-01,43.669998,44.189999,40.540001,40.660000,36.074886,824335300
2015-04-01,40.599998,49.540001,40.119999,48.639999,43.154995,874535300
2015-05-01,48.580002,48.910000,46.020000,46.860001,41.575718,633072800
2015-06-01,47.060001,47.770000,43.939999,44.150002,39.425896,664853400
2015-07-01,44.459999,47.400002,43.320000,46.700001,41.703037,725458100
2015-08-01,46.980000,48.410000,39.720001,43.520000,38.863312,776480300
2015-09-01,42.169998,45.000000,41.660000,44.259998,39.784752,673079900
2015-10-01,44.750000,54.369999,43.750000,52.639999,47.317425,856716800
2015-11-01,52.849998,54.980000,52.529999,54.349998,48.854527,662626600
2015-12-01,54.410000,56.849998,53.680000,55.480000,50.206425,792820900
2016-01-01,54.320000,55.389999,49.099998,55.090000,49.853485,927914700
2016-02-01,54.880001,55.090000,48.189999,50.880001,46.043667,814770900
2016-03-01,50.970001,55.639999,50.580002,55.230000,50.339035,641110900
2016-04-01,55.049999,56.770000,49.349998,49.869999,45.453697,699025700
2016-05-01,50.000000,53.000000,49.459999,53.000000,48.306515,530704800
2016-06-01,52.439999,52.950001,48.040001,51.169998,46.964779,823627000
2016-07-01,51.130001,57.290001,50.389999,56.680000,52.021957,647587800
2016-08-01,56.599998,58.700001,56.139999,57.459999,52.737862,467078900
2016-09-01,57.009998,58.189999,55.610001,57.599998,53.195862,526427800
2016-10-01,57.410000,61.369999,56.320000,59.919998,55.338474,614841800
2016-11-01,59.970001,61.410000,57.279999,60.259998,55.652462,613056800
2016-12-01,60.110001,64.099998,58.799999,62.139999,57.776413,513579700
2017-01-01,62.790001,65.910004,61.950001,64.650002,60.110157,493453500
2017-02-01,64.360001,65.239998,62.750000,63.980000,59.487206,440744000
2017-03-01,64.129997,66.190002,63.619999,65.860001,61.606426,489169700
2017-04-01,65.809998,69.139999,64.849998,68.459999,64.038506,433191200
2017-05-01,68.680000,70.739998,67.139999,69.839996,65.329399,517218500
2017-06-01,70.239998,72.889999,68.089996,68.930000,64.847748,629716800
2017-07-01,69.330002,74.419998,68.019997,72.699997,68.394470,469851200
2017-08-01,73.099998,74.959999,71.279999,74.769997,70.341858,444070500
2017-09-01,74.709999,75.970001,72.919998,74.489998,70.451813,375983900
2017-10-01,74.709999,86.199997,73.709999,83.180000,78.670738,449950000
